"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Jan-2022","EQ","110.50","111.50","104.30","109.25","107.15","107.55","108.87","148.00","61.25",68978,"7,509,820.70",1531
"10-Jan-2022","EQ","109.85","113.10","107.70","107.55","108.90","109.25","109.84","148.00","61.25",80576,"8,850,391.55",1673
"07-Jan-2022","EQ","106.05","109.95","106.00","106.15","108.00","107.55","108.39","148.00","61.25",75260,"8,157,371.40",1504
"06-Jan-2022","EQ","106.50","107.70","104.50","107.05","106.80","106.15","105.76","148.00","61.25",108041,"11,426,924.80",4087
"05-Jan-2022","EQ","109.75","109.95","106.75","108.35","107.35","107.05","107.98","148.00","61.25",102752,"11,095,164.60",3264
"04-Jan-2022","EQ","111.00","111.70","107.80","110.35","108.90","108.35","109.83","148.00","61.25",50185,"5,511,876.55",1591
"03-Jan-2022","EQ","109.00","112.95","109.00","109.60","110.60","110.35","110.35","148.00","61.25",32759,"3,615,019.90",1081
"31-Dec-2021","EQ","111.35","111.95","109.00","110.20","110.00","109.60","110.38","148.00","61.25",33850,"3,736,432.55",820
"30-Dec-2021","EQ","111.20","112.90","109.60","111.20","110.65","110.20","111.40","148.00","61.25",74203,"8,266,383.05",1086
"29-Dec-2021","EQ","111.75","112.70","107.50","110.55","111.20","111.20","111.52","148.00","61.25",50558,"5,638,421.75",993
"28-Dec-2021","EQ","109.25","112.35","109.20","108.80","110.35","110.55","110.80","148.00","61.25",29619,"3,281,833.15",1000
"27-Dec-2021","EQ","106.35","109.95","106.35","108.25","109.05","108.80","108.35","148.00","61.25",48567,"5,262,426.25",1346
"24-Dec-2021","EQ","112.30","112.30","107.50","110.55","109.00","108.25","109.67","148.00","61.00",51049,"5,598,306.65",1221
"23-Dec-2021","EQ","111.45","112.80","110.00","110.95","110.15","110.55","111.04","148.00","61.00",29438,"3,268,827.15",636
"22-Dec-2021","EQ","113.15","113.15","110.15","109.60","111.05","110.95","111.00","148.00","61.00",12926,"1,434,724.05",426
